original,translation
"Männäh, n’iin i briha mänöw, n’iin i kodavävykši mänöw, što ei pidäis’ srojiečie, valmeheh kod’ih.
","Идут, парень идет, так и примаком идет, чтобы строиться не надо было, в готовый дом."
"Bohattah viid’iw männä, n’iin šanow, ka ei pie i srojiečie.
","В богатый удастся пойти, так говорит: вот и строиться не надо."
"Ka šielä i eläw...
",Вот там и живет…
"Konža l’iew svätka-aiga...
",Когда будут святки…
"L’iew talvella, talvella l’iew Vas’il’ein aigah svätka-aiga, lähet šie yhen ikkunalla kuwndelomah.
","Будут зимой, зимой будут святки во время Васильева дня, пойдешь под окном слушать."
"Pidäw šuaha t’ietä: midä miwla jäl’geh l’iew.
",Нужно узнать: что меня впереди ждет.
"Šielä ruvetah talošša pagizomah, otat šie paginat.
","В том доме начинают говорить, слушаешь разговоры."
"I tämä svätka-aiga mänöw kuwži n’ed’el’ie.
",И эти святки шесть недель продолжаются.
"-	Kakši.
",- Две.
"Kakši n’ed’el’ie.
",Две недели.
"Svätka-aiga tämä...
",Эти святки…
"männäh kuwndelomah, kuwndelomah männäh peldoh, peldoh männäh.
","отправляются ворожить, слушать идут в поле, в поле идут."
"Šielä kuwluw, ken miehellä mänöw.
","Там становится известно, кто замуж выйдет."
"Ken miehellä mänöw, šielä rubiew kelloz’illa ajamah, a ken ježel’i ei mäne miehellä il’i kuolow, kuolow n’in humšahtaw grobu.
","Если кто замуж выйдет, так будут с колокольчиками ездить, а ежели кто не выйдет замуж или умрет, умрет, тогда грохает гроб."
"Da.
",Да.
"Pyhänkeški l’iew, läht’ietäh suattoloiks’i.
","Наступает мясоед, отправляются в сваты."
"Hiän on kakši n’ed’el’ie andilaš.
",Она две недели невеста.
"Andilahana on, hänen šuatetah kylyh.
","Невестой считается, ее провожают в баню."
"Kylyh läht’ietäh šuattamah, hänen otetah käz’ipuol’iskošta, ruvetah it’kömäh, it’kietäh, a naroda lawletah kylyn pihalla.
","В баню идут провожать, ее берут под руки, начинают причитывать, причитывают, а народ поет около бани."
"Tuwvah ših tor’elkan l’eibiä, šyöt’etäh narodan.
","Приносят туда тарелку хлеба, кормят народ."
"Že proid’i aiga, l’iew venča, venča l’iew, läht’ietäh venčalla šuattamah, l’iew druwška, druwškat, druwškilla lahjotah käz’ipaikoin, kakši druwškua.
","Этот период проходит, наступает венчание, венчание наступает, отправляются под венец провожать, будет дружка, дружки, дружкам дарят полотенца, два дружки."
"I läht’ietäh kirikköh, hiät viijäh venčah.
","И отправляются в церковь, их отвозят под венец."
"Venčašta tullah, l’iew suad’iba.
","С венчания придут, будет свадьба."
"Suad’iba l’iew, jo kahtualda päit’en.
","Свадьба будет, уже с двух сторон."
"Ed’izeh ollah tytön talošša, a šidä männäh brihan taloh.
","Сначала в доме девушки, а затем отправляются в дом парня."
"Venčašta tulet, šiwn vaššatah, vaššatah tuatto da muamo, otetah ozrua mal’l’azeh, siipl’itäh.
","С венчания придешь, тебя встречают, встречают отец и мать, берут ячменя в блюдо, посыпают."
"Tuwvah tänne.
",Приводят сюда.
"Moržiemen katetah huinuolla, šuwrella paikalla.
","Молодуху накрывают ритуальным платком, большим платком."
"Šidä hänen, konža kanžoveh istuočetah, suaha rewnašša, avatah hänen, konža jo ruvetah suad’iboveh kargajamah šiin’e.
","Затем ее, когда гости рассядутся, сваха рядом, открывают ее, когда уже начинают свадебщики плясать там."
"Ruvetah kargajamah i vel’ičaijah heidä, suad’iboveh kanžovehta.
","Начинают плясать и величать их, свадебщики родню."
"Šidä kočitetah, kočitetah näidä kanžovehta brihat.
","Затем подкидывают , подкидывают эту родню парни."
"A kanžoveh annetah brihoilla d’engua.
",А родственники дают парням деньги.
"Nän’n’ilöis’tä tytöl’dä ruvetah pakkuomah brihat, nän’n’ilöis’tä d’engua annetah.
","За груди девушки парни будут просить, за груди деньги дают."
"Svätka-aigah gadaijah, gadaijah.
","Во время святок гадают, гадают."
"Männäh kylyh, kylyh männäh, kylyn pywhitäh, a rikkazet n’e otetah tuwvah potokan alla pannah.
","Идут в баню, баню подметаю, а мусор тот берут, приносят, под стреху кладут."
"Missä päit’, šanow, missä päit’ l’ien’en miehellä, šielä päit’ ruvetah pagizomah i lawlamah.
","В какой стороне, говорит, в какой стороне замужем буду, в той стороне и будут разговаривать и петь."
"Missä päit’ mie miehellä olen, šielä päin briha lawlo, rikkaz’illa šeizoin n’in, i svistaičči.
","В какой стороне я замужем, с той стороны парень пел, на мусоре стояла я так, и насвистывал."
"Mie n’iin i šanoin, što missä päin mie l’ien’en, šielä päin i lawlakkah.
","Я так и сказала, что в какой стороне я буду, там и пойте."
"A šidä šanow: midä žal’eičet porohua, taigua enämmäl’d’i!
","А затем говорит: что пороха пожалел, шума больше!"
"N’in ves’ma äijäl’d’i ambu.
",Так очень сильно выстрелил.
"Šidä ol’i z’irkaloh kaččomašša šinä že ildana.
",Потом перед зеркалом ворожил тем же вечером.
"Z’irkaloh män’d’ih kaččomah, n’in istuw ves’ma jo hyvissä kartus’s’iloissa piisar’i stolan tagana, hänellä že i nägyw.
","В зеркало ходили смотреть, так сидит в очень хороших картузах писарь за столом, ему это и привиделось."
"Tul’i kod’ih dai šanow: nu tua kartus’s’i kuin l’iennöw miula sluwžibašša, n’in l’iew ves’ma šoma kartus’s’i.
","Пришел домой и говорит: ну такой картуз если будет на службе, так будет очень красивый картуз."
"I piisar’ina i ol’i sluwžibašša.
",И писарем был на службе.
"Kuwlu i nägy.
",Слышалось и виделось.
"Svätka-aigah kävymä z’irkaloh kaččomah.
",Во время святок мы ходили в зеркало смотреть.
"Män’imä kylyh, složima z’irkalot, nägyw kakšitoista z’irkaluo šielä.
","Шли в баню, устанавливали зеркала, виделось двенадцать зеркал там."
"Kakši z’irkaluo vaššakkeh, i lampua nägyw ves’ma äijä.
","Два зеркала напротив друг друга, и ламп виделось очень много."
"I rubein mie kaččomah z’irkaloloih.
",И стала я смотреть в зеркала.
"Valgie, ves’ma briha šoma.
","Светлый, очень парень красивый."
"I z’irkaloloih tulow edähädä, nagol’e i peityl’däw z’irkalon tagah, tuaš tulow, tuaš peityl’däw, što tuttava on, n’in ei ožuttuače.
","И в зеркала идет вдали, все прячется за зеркало, опять идет, опять прячется, что знакомый, так не показывается."
"A ol’i hiän milma vanhembi.
",А был он меня старше.
"A konža tul’iin miehellä, n’in šilloin mie jo i kekšiin, što hiän ol’i z’irkaloloissa.
","А когда оказалась замужем, так тогда я уже и догадалась, что он был в зеркалах."
"A ol’i šaneldih i n’iin: pan’iin vihkon pielukših.
","А было, говорили, и так: положила тряпку в изголовье."
"Tuašen i tulow milma ovešta, ovešta tulow, a mie i rubien ravajamah: ken ollow tulow!
","Опять идет из двери, из двери идет, а я и стала кричать: кто-то идет!"
"Šidä män’iin, ovet mie bluasloven’janke pan’iin, n’in tuaš ikkuunalla i tul’i, šanow: ota kod’in’iekakši.
","Потом пошла, двери я с благословением закрыла, так опять под окно и пришел, говорит: возьми домовничающим."
"A mie pan’iin z’irkalozen pielukših i šanoin: jes’l’i miwla ken l’iew mužikka, že mužikka miwla i ožuttuačekkah.
","А я положила зеркало в изголовье и сказала: если у меня кто будет муж, пусть тот муж мне и покажется."
"Miwla tul’i mužikka i briha, briha tul’i.
","Ко мне пришли мужчина и парень, парень пришел."
"Jogo miwla ed’izeh ožuttuači, jovešša šeizow briha i jalgoida pežöw, pežöw n’eznakomoi briha.
","Каждый передо мной показался, в реке стоит парень и ноги моет, моет незнакомый парень."
"Nu i tuhma briha.
",Ну и некрасивый парень.
"Mie tunnušiin hänen, da en t’iijä, ken on, a pohod’i hiän brihah, kedä mie tunžiin, žeh brihah pohod’i.
","Я узнала его, да не знаю кто есть, а похож был он на парня, которого я знала, на того парня похож был."
"A mie riščikolla i šanoin päivällä: oi, mittynän’e miwla mužikka l’iew tuhma.
","А я подруге и сказала днем: ой, какой у меня муж дурной будет."
"Nu mie näin, da tuada mie tunnen, a pohod’iw brihah miwn tuttavah.
","Ну я видела, да его я знаю, а похож на парня моего знакомого."
"A L’oša tul’i, hänen mužikka tul’i z’irkalozeh, n’in yl’en n’iška šoma, šinä že yönä.
","А Леша пришел, муж подруги, явился в зеркало, так очень затылок красивый, той же ночью."
"Ka, law, kun šiwn omua mužikkua rubein kaččomah, n’in kun šiwn mužikka min šomehun’e: n’iška valgie, šoma, nu tože n’eznakomoi, n’iššan vain ožutti.
","Ну, вот, как на твоего мужа стала смотреть, такой как твой муж, такой красоты: затылок светлый, красивый, ну тоже незнакомый, затылок только показал."
"Nu mužikka tuhma.
",Ну и мужик дурной.
"Män’iin mie miehellä, prawda, i že mužikka i popad’i: ah, law, tämä i ol’i obl’eizana!
","Вышла я замуж, правда, этот мужчина и попался: ах, мол, этот и был обезьяна!"
"Ka mie i tunnuššiin hänen.
","Ну, вот и узнала я его."
"Ol’i že šoma briha, vain n’enä ol’i pitähkön’e, nu pohod’i hiän.
","Был тот красивый парень, только нос был длинноватый, но он похож был."
"Nu i piäz’iin mie hän’el’däh pois’ i vs’o!
",Ну и освободилась я от него и все!
"Svätka-aigah män’iin ikkunalla paginoida ottamah.
",В святки я пошла под окно разговоры слушать.
"Šielä i paissah: ka min välyöhen l’ehmän is’kei, l’eikattih, yl’en skropu.
","Там и говорят: вот как быстро корову забили, зарезали, сходу."
"Ennen pruaznuiččima uwtta vuotta Vasl’eida.
","Раньше праздновали новый год, Васильев день."
"Vasl’eida vaš valoma t’inua: midä miwla l’ienöw tänä vuodena: kuolen al’i miehellä mänen.
",Накануне Васильева дня лили свинец: что меня ждет в этом году: умру или замуж выйду.
"Miehellä mänen, n’in venčikkä langiew, kuvahazeh kaččoma šeinäh, a kuolen, n’in grobu.
","Если замуж выйду, так венчик выпадет, на тень смотрели на стене, а умру, так гроб."
"Pan’ima en’n’ein vettä stokanah i šin’n’e pan’ima kol’čazen.
",Наливали раньше воду в стакан и туда опускали кольцо.
"Svätka-aigah šuwr’iel’iečettih kegr’iks’i, lapšie pöllät’el’d’ih, i šuor’iel’iečettih čuwdat, bes’owdah tuldih da kaarattih ves’ma hyviin.
","Во время святок наряжались в Кегри , детей пугали, и наряжались ряжеными, на вечоры ходили и плясали очень хорошо."
"Kaikkieh rukah šuor’iel’iečettih: brihakši i tytökši.
",По-разному наряжались: в парня и девушку.
"I meškan šel’gäh otettih, buabot da diedot kaarattih.
","И мешки на спину брали, бабушки и дедушки плясали."
"Männäh kylyštä, kylyn rikkazet pywhitäh da pihalla otetah da ka šiin’e kuwnellah, midä kuwluw.
","Пойдут, в бане мусор подметут и на улицу берут и там вот ворожат, что слышится."
"Kellä kuwluw, kellä ei kuwlu.
","Кому слышится, кому не слышится."
"Ka, kellä midäigi.
",Вот кому что.
"A Palaš-čikko šano vielä, yks’i tyttö ...
","Сестра Пелагея рассказывала еще, одна девушка…"
"mändih kylyh, šin’n’e kylyh, a brihat šuadih t’ietä, što männäh kylyh šin’n’e kuwndelemah i ikkunazešta kättä čökätäh, kellä midä andaw, pal’l’aštago kättä al’i midä.
","отправились, туда в баню, а парни узнали, что пойдут в баню туда ворожить и из окошка руку высовывают, кому что даст, голую руку или что."
"A šielä udalat brihat.
",А там находчивые парни.
"Yhellä ka näin turkinkena i ando: o-o-o, miwla l’iew bohatta šulahan’e, on karvakaš.
","Одной вот так с шубой и дал: о-о-о, у меня будет богатый жених, шерстистый."
"Da, toin’e kiän čökkäi: i miwla l’iew bohatta, karvakaš, turkin polanke, ka näin kuottelow kättä.
","И вторая руку высунула: и у меня будет богатый, шерстистый, с полой шубы, вот как руку щупает."
"I tyttö pölläšty.
",И девушка испугалась.
"- Nuor’ina toko kävel’ijägo kunne gul’aimah: meččäh il’i kunne ka pruazn’iekkoina?
","- Когда вы были молодыми, так обычно ходили куда-нибудь гулять: в лес или куда-нибудь в праздники?"
"Kävimä.
",Ходили.
"Kuinbua?
",А как же?
"A kyl’issä pruazn’iekkoida pruaznuidih.
",В деревнях праздники праздновали.
"Lähiz’ih kyl’ih, Kolmodvorkolla, kävimä i Smelkovalla, Korgeilla i Nazarovah, konža kunne, Pedrun aigah da Pokrovana...
","В ближайших деревнях, в Колмодворки, в Смелково ходили, в Высокое и Назарово, когда куда, в Петров день и Покров…"
"- Kežäpokrovana?
",- В летний Покров?
"Da.
",Да.
"Nämä ollah kežäpruazn’iekat.
",Это летние праздники.
"Pawškanris’t’i tämä.
",Это Пашканрысьти (Прасковьин крест).
"Kolmodvorkolla ol’i mužikka, tappo naizen dai peit’t’i hiän.
","В Колмодворках был мужчина, убил жену да и спрятал ее."
"Kaivo hawvan da hawdah i peit’t’i.
",Выкопал яму и в яму и спрятал.
"- Ammuin tämä ol’i?
",- Давно это было?
"Ammuin, ammuin.
","Давно, давно."
"Šilloin mie ol’iin vielä n’edoroska tyttön’e.
",Тогда я была еще девушка недоросток.
"Luad’i hawvan da piälä hiiret, nu.
","Выкопал яму и сверху бревна, ну."
"Hyö ečit’t’ih da ei löyvetty, nagol’e šanottih, što on pakkuomah uijittu, a hiän ei ollun, hiän ol’i jo tapettu.
","Они ищут и не находят, постоянно говорили, что попрошайничать ушла, а она не ушла, она убита."
"Tuatto da muamo i tuldih i hänen löwvet’t’ih.
",Отец и мать и пришли и нашли ее.
"Buitto d’eskat’ ka un’issa näht’ih, što mie olen ka hiržilöin alla, hawda kaivettu i šielä mie i olen.
","Будто, дескать, во сне видели, что: я под бревнами, яма выкопана и я в там."
"Ka i roidih.
",Вот и выкопали.
"Myö ol’ima kaččomašša.
",Мы смотрели.
"Mužskot stan’it jallašša.
",Мужские штаны на ногах.
"I ka ruvettih Pawškanris’t’i, Pawškanris’s’iks’i i kučumma.
","И вот стали Пашканрысьти, Пашканрысьти и зовем."
"A myö šinne ka Šuarekšilla kävymmä i...
",А мы туда на Шуарекшет ходим…
"- Šuarekšin päin on?
",- В стороне Шуарекшет?
"Da, Šuarekšin päit’en ka hiän i on.
","Да, в стороне Шуарекшет находится."
"Kolmodvorkon pellon rewnašša.
",Рядом с колмодворкинским полем.
"A ris’t’iezet ollah täššä pedäjiköllä, ka.
","А распутье есть в этом сосняке, вот."
"- A ennen ris’t’iezella toko kuwndelomah kävel’ijä?
",- А раньше на распутье обычно ворожить ходили?
"Kuh aigah tämä ol’i?
",В какое время это было?
"Svätka-aigah.
",Во время святок.
"Ka Roštuo l’ienöw, ka Roštuon aigah i kävimä.
","Вот Рождество будет, вот в Рождество и ходили."
"Kakši n’ed’el’ie on Vier’is’täh šuaten svätka-aiga.
",Две недели до Крещения длятся святки.
"- Kuin toko kuwndel’ija?
",- Как обычно ворожили?
"Ka mänemmä da šielä luajimma kruwgan da kruwgalla šeizawvumma.
",Вот идем и там чертим круг и в круг встаем.
"Vot.
",Вот.
"Dai kuwndelemma.
",И ворожим.
"- A midä n’ibud’ kyžyttä?
",- А что-нибудь спрашивали?
"A kyžyn vetten ka kyžyten.
","А спрашивали, ведь спрашиваешь."
"Unahiin jo kuin šanotah.
",Забыла я уже как говорят.
"- Nu nuoret nämä, konža miehellä viid’iw.
","- Ну молодые, когда замуж выйдет?"
"Da.
",Да.
"Mänengo mie tänä vuodena miehellä?
",Выйду ли я в этом году замуж?
"Konža kelloz’illa keläwt’etäh kuin mänöw ken.
","В колокольчики звенят, если кто замуж выйдет."
"- Kunne päin, da?
","- В какую сторону, да?"
"Da.
",Да.
"Šielä päit’en i keläwt’etäh il’i hlopn’iw, il’i midä n’ibud’ račkahtaw.
","В той стороне и звенят или хлопнет что, или что-нибудь хрустнет."
"Ka.
",Вот.
"Z’irkaloh kävimä kaččomah.
",В зеркало ходили смотреть.
"Kylyh?
",В баню?
"Kylyh, kylyh.
","В баню, в баню."
"Ka kakši z’irkaluo panet vaššakkeh, šidä tuohukšet.
","Вот два зеркала ставишь друг напротив друга, затем свечи."
"N’iin šielä i nägyw.
",Так во там и виднеется.
"Kol’ččazeh kačomma stokanašša da...
",В кольцо смотрели в стакане и…
"- A ka Työ kävel’ijä z’irkaloh kaččomah il’i kuwndelomah iče?
",- А вот Вы сама ходили в зеркало смотреть или ворожить?
"- Muissuttakkua midä n’ibud’ int’er’esnoida šiel’dä.
",- Вспомните что-нибудь интересное оттуда.
"Lähemmä n’iin horhottuan järelläh kod’ih.
","Шли так, громко смеясь, обратно домой."
"- Nu konžaigi midä n’ibud’ kuwluwgo?
",- Ну когда-нибудь что-нибудь слышалось?
"Konža kuwluw, kellä midä vielä kuwluw.
","Когда и слышится, кому что еще слышится."
"Midä hiän ei kuwluw?
",Почему не слышится?
"Kuwluw.
",Слышится.
"Yks’i miän kyläššä ka ol’i n’in bir’kan’e bl’iägyw.
","Одна в нашей деревне вот так услышала, что ягненок блеет."
"- Bir’kan’e bl’iägyw?
",- Ягненок блеет?
"Da.
",Да.
"Ka hiän šinä vuodena i šai i lapšen.
",Вот она в том год и родила ребенка.
"- A väl’iängo?
",- А скоро ли?
"Ei.
",Нет.
"(смеются)  - Nu ka a šanotah vielä toko rikkaz’illa kylyššä kuwnnellah.
",(смеются)  - Ну вот говорят еще обычно на мусоре в бане ворожат.
"Tämä kuin?
",Это как?
"N’iin rikkaz’illa ka, kylyn pywhiten da katokšen alla, vet kar’ielakši šanuočow hiän potokka.
","Так на мусоре вот, баню подметешь и под крышей, ведь по-карельски она называется стреха."
"- Potokan alla?
",- Под стреху?
"Da, potokan alla šeizawvuten da i kuwndelet.
","Да, под стреху встанешь и слушаешь."
"- Tämä tože svätkoina kuwnnellah?
",- Это тоже во время святок слушают?
"Svätka, svätka.
","Святки, святки."
"Tämä hot’ Roštuoda vaš lämmität kylyn da pywhi, Roštuoda vaš voiččow.
","Да хоть накануне Рождества затопишь баню и подметай, накануне Рождества можно."
"- Šanokkua kuin toko bes’owdah kävel’ijä.
","- Расскажите, как обычно на вечорки ходили?"
"Bes’owdah kävel’imä n’iin.
",На вечорки ходили так.
"Enžis’täh vidoma.
",Сначала трепали лен.
"Vidomizet lopemma, šidä lähemmä har’juamah, har’juamma kylyššä.
","Трепать лен закончим, затем отправляемся чесать, чешем в бане."
"Har’juannan tämän lopemma, rubiemma bes’owdah käymäh.
","Чесать закончим, начинаем на вечорки ходить."
"Ka Roštuon pyhä ka tämä i on, dekabr’a ka Roštuon pyhä.
","Рождественский пост это был, в декабре вот рождественский пост."
"- Yht’eh pert’ih työ keräwvyttä?
",- В одной избе вы собираетесь?
"Yht’eh, yht’eh kaikki šubi, yht’eh, že nazivaičieči bes’owda.
","В одной, в одной, все буквально, в одной, это называлось вечорка."
"Tullah brihat šoittuloinke, a myö kuožel’iloinke.
","Приходят парни с гармошками, а мы с прялками."
"Istuočetah sus’etkua, a myö töbäwtämmä, n’in heilä täwvet n’enät pölyö.
","Садятся рядышком, а мы пыль поднимаем [прядем], так у них целые носы пыли."
"Ka kuinbua?
",А как же?
"Jesl’i kod’ih et tuo langankena värt’in’iä, n’in šilloin midä koissa?
","Если домой не принесешь веретено с ниткой, так что дома?"
"Koissa hawkutah.
",Дома ругают.
"Vet en’n’ein šidä vetten kuvottih, kezrät’t’ih, šidä i kuvottihen, piet’t’ih vuatteis’t’a bol’ei.
","Ведь раньше ткали, пряли, потом и ткали, больше льняное носили."
"Nyt vetten ei t’ietä.
",Теперь ведь не знают.
"Nyt ewle i käz’ipaikkua vuatteis’t’a.
",Теперь и полотенец льняных нет.
"A šilloin n’in ka i käz’ipaikat vuatteizet, ka vielä miwla i nyt on.
","А тогда так вот полотенца льняные были, вот у меня и сейчас есть."
"Ka.
",Вот.
"(показывает)  - Hyvät, šomat.
","(показывает)  - Хорошие, красивые."
"A vet modua ennen ei ollun, ei t’ietty mityš i on, vuattein’e kuvottu i käz’ipaikka.
","А ведь раньше моды не было, не знали какая и есть, холсты ткали и полотенца."
"- A mon’igo värt’in’iä šai...
",- А много ли веретен можно…
"Konža kuin.
",Когда как.
"Kuin on äijä čužoida, n’in ei šua i kahta (смеется).
","Когда много чужаков, так не успеваешь и два [веретена спрясть] (смеется)."
"A kuna piänä ewllun čužoida ka i kezrät’t’ih.
","А когда не было чужих, вот и пряли."
"N’in mäne, konža kolme värt’in’iä, konža n’ellä.
","Поди, когда три веретена, когда четыре."
"Da!
",Да!
"(смеются)  - Nu a toko midä law kizaittago il’i kargajija šielä?
",(смеются)  - Ну а обычно танцевали или плясали там?
"Mon’i, mon’i.
","Много, много."
"Zavod’itah n’iin i d’es’atka puarua.
","Начинают, так десяток пар."
"Et t’iijä midä i ruadua.
","Не знаешь, что и делать."
"Ei, i ainošildana.
","Нет, и в будние вечера."
"Ainoš, ainoš.
","В будни, в будни."
"Jesl’i on šiwla gul’aiččija n’in toizešta kyläštä käwd’ih, tullah žen verda n’in ei mahuta i pert’ih.
","Если есть у тебя ухажер, так из другой деревни ходили, столько придет, что не помещаются в избу."
"Tyttyö ol’i äijä, miän kylä vet ol’i šilloin šuwr’embi, nyt ewle, a šilloin ol’i šuwr’i kylä.
","Девушек было много, наша деревня ведь тогда больше была, теперь нет, а тогда была большая деревня."
"Miwn vel’l’ellä ol’i šoittu.
",У моего брата была гармошка.
"Mie toko peitokkal’i voruičen, ei anneta.
","Я обычно тайком украду, не отдают."
"Mie nagol’e ol’iin hännälläh.
",Я постоянно была на хвосте у него.
"Peitän šoitun dai lähemmä bes’owdah.
",Спрячу гармошку и идем на вечорку.
"- A ka kävel’ijä yht’eh kumbazeh taloh, il’i kuin n’ibud’ čer’odalleh?
","- А вот ходили в один какой-нибудь дом, или куда-нибудь по очереди?"
"Čer’odalleh.
",По очереди.
"Yht’enä piänä kuin on miän čer’oda, n’in meilä on.
","В один день вот наш черед, так у нас."
"A kuin kävimä?
",А как ходили?
"a vetten nytten on yöllä gul’avot, a en’n’ein ewllun.
","а ведь теперь по ночам гулянки, а раньше не было."
"En’n’ein päivällä gul’aiččima.
",Раньше днем мы гуляли.
"- Ka tämä talvella kezräittä, a šidä keviäpuoleh jo...
","- Вот зимой пряли, а затем весной уже…"
"Da.
",Да.
"Hangella piemmä, šidä jo logalla rubiemma l’evit’t’elemäh.
","На насте держим, потом будем на лугу расстилать."
"Pidäw vet hän’dähen vallata.
",Надо ведь его [полотно] отбелить.
"- A Muasl’enčana kuin toko čuriz’ija, toiz’ih kyl’ih il’i omah kyläh?
","- А на Масленицу как обычно катались, в другие деревни или в свою деревню?"
"Ei!
",Нет!
"Muasl’enčana n’ed’el’in omašša kyläššä čuraimma, a jäl’gimäs’piänä kävimä Nazarovah, šielä čurattih, šielä kaikki randakylät tuldih.
","На Масленицу неделю в своей деревне катались, а в последний день ездили в Назарово, там катались, туда со всех окрестных деревень приезжали."
"Čuravot oldih hyvät.
",Катания были хорошие.
"Hebozet hyvät.
",Лошади хорошие.
"- Voskaz’illa?
",- На возках?
"Voskaz’illa.
",На возках.
"Voskaz’illa, hyvä val’l’ahuš.
","На возках, хорошая упряжь."
"- Briha toko hebozella?
",- Парень только на лошади?
"Vain bl’est’iw.
",Только блестит.
"Miän kyläššä ol’i tyttyö počki jogo talošta.
",В нашей деревне девушки были почти в каждом доме.
"Mänet n’in kahteh, kolmeh r’adah čuruat, ew missä i čurata.
","В два, три ряда катаешься, негде и кататься."
"Ka žen verda ol’i rahvašta.
",Вот сколько народу было.
"- Mittynäz’ie en’n’ein pruazn’iekkoida pruaznuidih?
",- Какие раньше праздники праздновали?
"- Konža?
",- Когда?
"Talvella, Roštuon jäl’geh, Roštuon jäl’geh on Vier’is’tä, tämä Vuašila, šidä Vier’is’tä.
","Зимой, после Рождества, после Рождества Крещение, сначала Васильев день, а потом Крещение."
"Ei šua i muistua kaikkie.
",Все и не запомнишь.
"-	Vielä mittynäz’ie pruazn’iekkoida talvella pruaznuidih?
",- Еще какие праздники зимой праздновали?
"Talvella?
",Зимой?
"-	A pyhät mittynäzet talvella oldih?
",- А посты какие зимой были?
"Šidä l’ien’i Äijäpäivä.
",Затем наступала Пасха.
"Äijiäpäiviä pruaznuidih.
",Пасху праздновали.
"Äijäpäiviä vaššen keit’et’t’ih ruškieda jäiččiä da män’d’ih kir’ikköh da.
",На Пасху варили красные яйца и ходили в церковь.
"Kiriköštä tuldih.
",Из церкви возвращались.
"Pruaznuidih yl’en toržestvenno (смеется).
",Праздновали очень торжественно (смеется).
"Virban’ed’el’i proid’i, šidä l’ien’i srašnoi n’ed’el’i.
","Вербная неделя пройдет, затем наступает страстная неделя."
"Srašnoin n’ed’el’in proid’ihuoh Äijäpäivä l’ien’i.
",После страстной недели наступала Пасха.
"Äijäpäiviä vaššen män’imä kir’ikköh, pruaznuiččima Äijäpäiviä.
","В Пасху отправлялись в церковь, праздновали Пасху."
"Šidä tul’ima kod’ih, šöimmä da joimma, šidä läks’imä bohroččaz’ie vaštuamah.
","Затем возвращались домой, ели и пили, затем отправлялись встречать крестный ход."
"Svätoi n’ed’el’i ol’i.
",Святая неделя была.
"Ruad’inčoina ruvettih rod’it’el’oida muistelomah, män’imä kalmoilla.
","На Радуницу поминали родителей, ходили на кладбище."
"Kuwven n’ed’el’in proid’ihuoh ol’i Vozn’es’en’ja, Vozn’es’enjan jäl’geh ol’i Sroičča, Sroiččua pruaznuiččima.
","Через шесть недель было Вознесенье, после Вознесенья – Троица, Троицу праздновали."
"-	Nu kuinbuan pruaznuiččija?
",- А как праздновали?
"Sroiččua pruaznuiččima, män’imä koivuz’inkena kir’ikköh, da papit piet’t’ih viikon polvuz’iin.
","Троицу праздновали, ходили с веточками березы в церковь, да священники долго на коленях держали."
"Da!
",Да!
"-	A šidä kunne koivuzet n’e?
",- А потом куда эти березовые веточки?
"A koivuzet n’e ottima kod’ih, män’imä kalmoilla, šuattoma kalmoilla, pist’imä kalman kočkaz’illa šin’n’e.
","А веточки эти брали домой, ходили на кладбище, относили их на кладбище, втыкали в могильную насыпь."
"- A vielä midä kalmoilla ottija?
",- А что еще на кладбище брали?
"- A mintän pannah ka täh rukah kalmoilla?
",- А почему так вот кладут на могилы?
"A pannah i šanotah, što taivahašša l’end’el’ijät da l’induzet muisselgua miän rod’it’el’az’ie.
","А кладут и говорят, что по небу летающие и птички, помяните наших родителей."
"Ka žentän i pandih.
",Вот потому и клали.
"-	A vielä kun kodih tul’ija, koivuzet kunne?
","- А еще куда, когда домой приходили, так березовые веточки куда клали?"
"A koivuzet pan’ima jumalakodah, da i pid’imä kežän kaiken.
","А березки клали на полочку для икон, да и держали все лето."
"Pan’ima i pihalla, pan’ima i ikkunoih pizyt’t’el’imä koivun okšaz’ie, toržestvenno pruaznuiččima kaikki.
","Клали и на улице, и прикрепляли к окнам березовые веточки, все торжественно праздновали."
"Sroičan proid’ihuoh l’iew pyhänlašku, jäl’geh l’ien’i Pedrun pyhä.
","После Троицы было заговенье, затем начинался Петров пост."
"Konža ol’i i kuwži n’ed’el’ie, konža i kolme n’ed’el’ie, Pedrun pyhä on raznoi.
","Когда и шесть недель был, когда и три недели, Петров пост разный бывает."
"Šidä l’ien’i Pedru.
",Затем был Петров день.
"A Pedru, unahiin mie, kumbazella čislalla ollow?
","А Петров день, забыла я, какого числа?"
"Dvenaccatogo ijul’a.
",Двенадцатого июля.
"Pedruo?
",Петров день?
"Tože kirikköh kävimä Pedruna.
",В Петров день тоже в церковь ходили.
"Puavilan päivä, šidä on Kos’meid’emjan, n’iidä pruaznuidih, kolme päiviä ei ruattu, nagol’e pruaznuidih.
","Павлов день, потом Космодемьян, их праздновали, три дня не работали, все праздновали."
"Podr’at i mänd’ih pruazn’iekat.
",Подряд и шли праздники.
"-	A kuinbuan pruaznuidih?
",- А как праздновали?
"Ei ruattu.
",Не работали.
"Kir’ikköh käwd’ih, da bes’owduidih kylällä da...
","В церковь ходили, да беседовали деревней, да..."
"A šidä ka Pedrun jälgeh...
",А еще после Петрова дня…
