original,translation
"Sih časounaižeh kävüttih, kuuzikko moine seižuoi suuri.
","В эту часовенку ходили [молиться], большой ельник такой стоял."
"Vot Barduoiniemi siid oli sen d’ärverrandas, Pogostan d’ärvekse sanottih.
","Бородиннаволок находился на берегу озера, Погостан-озером называли."
"Suuri d’ärvi lopih.
",Тут Большое озеро кончается и начинается Погостан-озеро.
"nečis Pogostan d’ärven randas.
","Если идти от Симаништо, то Бородиннаволок был на правой стороне, а погост был на левой стороне [озера]."
"Nu siid Barduoiniemi kiändäheze d’o pogostale, pogoste tožo Barduoiniem oli oigedal kädel, a pogoste oli hural kädel sigä Simaništos tuldes.
",Это уже погостом называли: церковь была.
"Se mägell elettih.
",А у лесничества была еще губа Поджанагде.
"Nu a l’esničesvas sig oli vie guba heil moine, nu d’ärv’ oli ka kirguttih Podzanagd’e, Podzanagd’all eletäh.
","Губа заросла водорослями, сетей не ставили, лишь лодки держали [на берегу]."
"Siid oli Barduoiniemes piäi lähti Pogostan d’ärves moine [Salmi].
","Рекой называли, она впадала у деревни Чарнаволок в Тайгин-ламбу."
"D’ogekse kirguttih Salmi lähti Čarniemen küläh Taigin-lambil’e sinnä.
","Тайгин-ламбой называли, ламба была."
"Taigin-lambiks kirguttih, lambi oli.
",Там была деревня Лахта.
"Siid oli d’o külä sigä Lahti.
","Тоже семей шесть-семь жило, свои поля пахали да засевали, нодсеками занимались."
"Nu siit on se oigedas kädes siid hurah kädeh tännä d’o se Čarniemi zavodiheze.
","Опять ручей вытекает из Тайгин-ламбы, такая короткая речушка-пролив, в Пелдожское озеро [впадает]."
"Öpät’ lähtöu Taigin-lambis sinnä oja, nu pieni d’ogud l’ähtöu Pelduoižen d’ärveh.
","Одни жили на одной стороне пролива, другие жили на другой стороне."
"Elettih, ühtet čurall elettih salmit toižet toižell elettih.
","Тоже кто как [жил]: Рёбюейжен богатые были, Карпан, Луассяйн, Борисан зажиточные, богатые."
"Tožo kengi muga röbüöižen bohatat taluoit: siit i Kärpan siiten, Luas’s’ain, Borisat, ned voivalližed bohatat.
","А Сепины, да Ромуойжен, да Лукин Ваня, да остальные бедные были."
"A muut köuhembe sigä Sepinäd da Romuoižen da, nene Lukin Van’ad da kai, net keuhembät tožo.
","Затем начинается Пелдожское озеро, большое Пелдожское озеро."
"Siid d’o kačo zavodiheze Pelduoižen d’ärvi sinnä Pelduoižen suuri d’ärvi.
","А ближе к Пелдоже мысы были: Виерниеми, Плекунниеми, слева оставался остров Муалы, если ехать от погоста."
"Nu a Pelduoižiz lähin siit tožo niemed ol’d’ih: Vierniemet, Pl’ekunniemet, Mualansuari, huras kädes se ajat pogostal’piäi.
",Жили на берегу озера.
"Elettih d’ärvel.
",Других деревень больше и не было вблизи Пелдожи.
"– Nu miituine külä oli Siidniemi?
","Сигнаволок находится в конце Большого озера, Большим или Симаништинским озером называется."
"Siidniemi oli sigä Suuren d’ärven n’okas, Suurel d’ärvel kirguttih, Simaništon d’ärvel sigä Siidniemi.
",– Пойдем теперь в сторону Лижмы.
"– Otamme nügü Lidzmihpiäi.
","До Лижмы было семь километров от погоста, семь верст."
"Lidzmihpiäi oli Pogostalpiäi seiččei kilometrit oli, sei, seiččei virstat.
",Деревня стояла тоже на берегу озера.
"Külä tožo eli d’ärvirandas.
","В Лижме было домов тридцать, даже больше было, на берегу озера находилась [деревня]."
"Nu oli taluoit kolmekümen enämb oli Lidzmil, d’ärvirandaz eli.
","Других [деревень] не было тут поблизости, почтовая дорога проходила за деревней по полям."
"A muud ielnu siid lähin, dai dorok proidiii sinnä vie tagači heis, hüö elettih eno peldod ol’d’ih dorogaspiäi, se, kudai matkedorog mänöuhäi toižih külih d’uame.
",Деревня же находилась на самом берегу озера.
"Nu a häi eli d’ūri d’ärvirandas.
","Тоже хорошая, красивая деревня была."
"Tožo, hüvä, külä, čoma oli.
","Мы ходили туда на праздник воздвиженья, тогда мы и видели эту деревню."
"Kävüimme sviižoluoile (sviižoluoile ⊂ sviižuoile) pruaznikale, siidi nägimme müö net külät.
","Ну, а туда дальше как пойдешь, там была деревня Хедотишто, километров, наверное, пять до нее."
"Nu a siid d’älgele sinnä ku lähtethäi Hedotišto oli, kilometrid naverno viiš.
","Я пешком ходила сама туда, когда на богомолье ходили."
"Minä olen iče astunu sinnä omal d’algal, kous lähtimme n’umaluoih.
","Раньше ведь богу молились, поэтому даже до Колатсельги ходили [на богомолье]."
"Ende vit’ n’umalad molittih ka lähtimme Kolatselgäle.
",Нас провели по кратчайшим дорогам.
"Nu siid minä i muštan i nägin net külät.
","В Хедотишто есть свое небольшое озеро, вроде как ламба, но не очень близко."
"Tožo kengi bohatte ken keuhegi eli.
","В праздники ходили из деревни в деревню, так и праздновали."
"Pruaznikuoittih siid da kai kävelttih küläs küläh pruaznikuoile.
","Раньше такой обычай был, вот и ходили [друг другу]."
"End oli muodo muguoine ka kävel’t’t’ih.
","Когда немножко пройдешь за Хедотишто, там находится деревня Палатозеро."
"Vot siit tožo minä proidiin iče siit küläs siiriči i muštan daže neččidä oli kedä sigä oli, rahvahit tunzin, mužikuoid, akuoit tunzin.
",После Палатозера была деревня Кикки.
"Kikki oli, kaks taluoid oli: Kikim Mačin da siit Kipin (Kipin ⊂ Kikin) Siimuoin kodikse kirguttih, häi oli net taluoihuded mägell elettih nel’seinäižet kodiižet, muga.
",А озеро было тут же под горкой.
"I d’ärvi oli, d’uuri grezannal, heil lähin oli.
","[У хозяев домов] снасти были свои, рыбу сами ловили."
"Siid omat püudükset omat kalat suadih vüö (vüö ⊂ vie).
",В этой деревне девушка из нашей деревни Оша Архипова была замужем за Мишей Кикин Мачин.
"Oli siit küläs meiden külän neidine miehel Ar’hipovan Oša, Kikim Mačin, Mišal.
",Своя [родня] была в деревне.
"Vet siid müö siid i omat.
",[Моя спутница] и говорит: «Пойдем в Кикки в гости».
"– ”Emme lähte.
",Нужно дальше попадать в Каскеснаволок».
"Pidäu edelleh piästä Kaskesniemeh”.
",Так мы по проселочной дороге продолжали путь.
"Äskü müö sigä matkedorogad müöti matkažimme.
","Большую Коккойлу мы прошли, а малая Коккойла была на горе, поэтому мы не видели ее."
"Moižet nazvan’ait sidä emmušta miiččed ol’d’ih.
",На берегу озера находилась [деревня].
"A muad ül’en hüvät, kai siit pagištah vot sanou: ”On bohatat, ka kolmin tuhin rugište, sanou, panou ühteh aidokseh”.
","В Коккойле были такие богатые, но были и победнее."
"Kokkoilas oli mugošte neččidä bohattat nu i köuhembät.
","После Палатозера и Кикки деревня Хуабаново была, там мы не были."
"Nu siit sigä vie müö sanottih om Kik sen, Palatezd’ärven prodi, Kikin proidihui, Huabanov, emm olnu i neče on, toine, oi kui sidä sanoda unohtin.
",Хуабаново да Рёбятте.
"Huabanou da siit Röbätte.
","Мы прошли мимо этих деревень правой стороной, а они остались на левой стороне, озеро посредине было, Рёбятян-озеро."
"Tožo taluoit kudamazgi küläižes koume taluoit kuda kodit, kudamazgi, enämbi eläjät ka nel’ da viiž da kuus.
","Вот эти лесные деревушки были, да была еще деревня Аганан (не помню какая была), она находилась между Рёбятян да этим..."
"Vot ned meččeküläižed da siit i neče oli vie Aganan külä s en tiä kui sigä sanottih, sid en voi muštuoittai miituine oli, se Röbätän da siiten nečen keskel.
","А там уже пойдет Каскеснаволок, крошнозерский край пойдет."
"A siid d’o sinnä lähtedäh kaskezniemed da kai sinnä d’o Nuožarven čura lähtöu.
",В Каскеснаволоке мы были.
"Kaskez’niemez olimme.
","[Деревня] на берегу озера на горке, дома хорошие."
"Nu a siid d’o müö tulimme sidä dorogad müöti kouz lähtimme pogostal da n’umaluoih mänimme, Vedloz’eran dorogah tulimme, Viel’d’ärven dorogah nouzimme, pienit doroguoit müöti da külid müöti, kous lähtimme n’umaluoih.
","Тогда я и запомнила все эти деревни, и помню до сих пор."
"Da siid d’o sinnä l’ähtet Kaskezniemez olimme, sinnä Nuožarved da siid nene lähtedäh, Tulem’d’ärved da D’ürgiličäd da Palalahted da Kin’n’ermäged da kai sinnä lähtedäh d’o net.
","В этих деревнях я была, все проходила пешком, на своих ногах проходила."
"Niilüöis küliz vot sigä minä oli (oli ⊂ olin), kai proidiin omal d’algal proidiin net kai.
",– Что за деревня была Крошнозеро?
"– Nu miituine külä Nuožarvi oli, Nuožarvi?
",Крошнозеро?
"Nuožarvi oli?
",Крошнозеро было...
"Nuožarvi oli...
","Сначала был Спиридон-наволок, вот, вторым Ершнаволок."
"Se oigedal kädel ol’d’ih a müö lähtimme hurah čurah Viel’d’ärven dorogad müöti.
","Там была еще деревня Котчури, но в Котчури мы не заходили, мы прошли стороной."
"Siit oli, mänet sinnä, Kodžuri oli, Kodžurih müö emme noznu, müö mänimme sinnä ülembä vie hurah kädeh mänimme.
",На обратном пути мы заходили в Котчури.
"A siid d’o tuлdez müö olimme Kodžuris siid vie.
","Нас, когда мы домой возвращались, перевозили через озеро на лодке в Ершнаволок."
"Omat häi kačo gostitettih kell on omat ka siit gostitah da sii tiel i müö proidiimme sinnä.
","Раньше не считали, что много народу пришло или мало, всех угощали."
"Ei ende čitaittu št äi rahvaste tuli libo vähä tuli kaikkid gostitettih.
","Ну, затем мы домой вернулись с богомолья."
"Nu siid müö kodih tulimme n’umaluoispiäi.
","В Киннерме была церковь святого Пантелея, [святому] Пантелею молиться ходили: кто хочет, так идет, а кто не хочет, не идет."
"Sinn edelleh Kin’n’er’mägele kävüttih, kirikkö se oli Päntel’eikse sanottih, Päntel’eil’e molimaheze kävüttih: nu ken žalaih ka mäne, ken ei žalainnu ka älä mäne.
",Затем деревня Мельница была.
"Nuu siit prodiimme, oli Mel’l’iččekülä oli.
","Затем дальше деревня Някуойн была, я помню все это очень хорошо."
"Siit sinnä N’akuoin külä oli, minä muštan eno hüvin kai ne.
","Затем, как пройдешь дальше, за деревней Някуойн была большая деревня Юргилица."
"Siid N’akuoin’küläz oli, proidit sinnä, Dürgil suuri külä.
","Из Юргилиц пойдешь дальше, там была деревня Палалахта."
"Siid Dürgilän küläz d’o l’ähtet sinnä Palalahten küläd ol’d’ih.
","Это уже ближе к Колатсельге, за ней деревень уже не помню, какие деревни были."
"Sinnä d’o lähembä sidä Kolatselgät, siid niil’üöit külid em mušta miittumad ol’d’ih.
","Колатсельгу, Палалахту погостами называли."
"Kolatselgäle, Palalahteh sii pogoste tožo sanottih.
",Спросишь: «Что [за село]?»
"– ”Pogoste”.
",Маленьких деревушек не помню.
"Pienit küläižit em mušta.
",В Колатсельгу мы пришли...
"A siit Kolatselgäle mänimme sinnä.
","Колатсельга – большая была деревня, жили по обе стороны реки, узкое такое озеро там, по обе стороны реки жили."
"To, Kolatselge tožo suuri külä on, elettih čuran toižen d’oges, kaide d’ärvi on, muguoine, čuran toižin elet’t’ih.
","Хорошие дома были, и плохие дома встречались, нам интересно было смотреть, какой дом лучше."
"On hüvät kodid, on pahat kai, meil int’eresno kaččoda kudai on parembe kodi.
","Но мы не ночевали там, зашли в церковь, свечи поставили [святому], помолились и отправились в обратный путь."
"Nu siide nouzimme, emme üöd olnu, mänimme kirikköh kävüimme da senker moliimo da d’ärilleh lähtimme, tuohukset panimme.
","Одиннадцать человек было нас, были молодые, были и старухи."
"Siid opäd’ d’o on nuortte üksitoš henged oli meit, on nuortte, on vahnat.
","Старые люди молятся, а мы, молодые, смеемся да еще шутим там."
"Vahnad malittud pandah, a müö nuoret ka nagrad da vie sigä šuutid da kaika.
",Старухи ругают нас: «Почему вы смеетесь?»...
"Siit sanotah vahnembat, čakatah: ”Midä t’üö nagratte?”...
",– Ходила ли в Салменицы?
"– Kävüidgo Salminiškah?
","Салме, была!"
"Salme, olin!
","– Ну, какие деревни имеются от Крошнозера к Салменице?"
"– Nu miittumat küläd oldah sigä Nuožarvespiäi Salmeniškahpiäi?
",В Салменице есть...
"Salmeniškaz oldah...
","Мы ходили из Пряжи, ой, из города ездили, за морошкой."
"Ku Nuožarveh ajat, siit Mikkill on.
","Ну, верст пять или сколько там [будет], ведь не считаешь."
"Sii müö Mikkiläh mänimme, siid Mikkilaspiäi nel’ kilometrid on Salmeniškah, siit Salmeniškaz olimme, mašinal, pr’amo.
",Там есть...
"Siid on sigä...
","Я помню, мы как пошли на болото за морошкой и заблудились."
"Muštuoitan müö vüö (vüö ⊂ vie) ku lähtimme sille suole, muard’ah, üöstüttih.
",Нас было человек шесть-семь.
"Henged meid oli kuus seiččei.
",У нас была невестка взята из Салменицы.
"Meill oli Salmeniškaz otettu n’eveske.
","Ее мать, наша сватья, объяснила нам, что морошковое болото находится в конце Шога-горы."
"Da hänel oli muamo, svuat’t’e, sanuoi, što se on suo muuruoisuo, Šoga mägen n’okas.
","А у меня память была хорошая, и я это запомнила."
"A minull oli pam’atti ku hüvä ka muštin.
","И мы там ходили, ходили, ходили, я и говорю Анни Паварицкой: «Ой, Анни, не надо сюда идти, заблудимся»."
"– ”A kunna?”
","– «Вдоль Шога-горы нужно нам идти, только тогда на морошковое болото попадем»."
"Se on suo Salmeniškan suurutte kahtetoš kilometrid on üksku d’ärvi.
",На нем одна морошка [растет].
"Istim muuruoi.
",Потом мы обратно вернулись.
"Vot siid müö d’o d’ärilleh.
","После я еще раз была там, в Салменицах."
"Da siid d’o olin vie d’älgele toštii olin sigä, Salmeniškas.
",В первый раз мы проехали через Пряжу в Крошнозеро.
"Enzi kieran olimme Priäžän kavati, Nuožarveh tulimme.
","А во второй раз проехали по эссойльской дороге через Кутижму, не заезжая в Эссойлу."
"Al’okkin külä oli.
",[У Эссойлы] дорога сворачивает налево в Корзу.
"D’essuoilah siit kiändäheze hurah kädeh dorok Korzah.
","После Корзы была деревня Салма, потом была..."
"Sinnä ajuoimme, siit Korzaz oli proidihui Salmenkülä, siid oli...
","ой, не помню, какая небольшая деревушка была."
"oi kuj on siid em mušta küläd mi oli ei tobd’e küläin on.
","После деревни Салма поднимешься к Миккелице, там опять Салменицы пройдешь."
"Siid nouzet Salmen külän proidihui, sinnä Mikkilähpiäi, siid opät’ Salmeniškan proidit.
","Салменицы расположены на берегу озера, и еще какая-то река была, по-моему, из Финляндии река вытекала."
"Salmenišk oli d’ärven randas tožo eli i vie miidne liennou d’ogi olnu se onnako oli Suomespiäi d’ogi sordui.
","Когда мы проходили через реку, то там даже бревна были."
"Siid oli daže olimme, proidiimme ka parded oldih kai.
","Говорили, из Финляндии, что это финские бревна."
"Net sanou oldah Suomen pardet, vai mouže meiden ol’d’ih ka sanotah suomelaižiden pardet sanou oldah.
","Вернувшись из ягод, я вымылась на берегу озера."
"Pezimökseh sigä muard’as tuldui d’ärver randaz.
","Мы посидели, отдохнули да потом в деревню пришли."
"Ištuimme, hengävüimme da siit sih küläh tulimme.
","– Мы не упоминали деревню Кашканы, какая она?"
"– Mainičematta meil d’iäi Kaškanan külä, miituine se on?
","В деревню Кашканы дорога идет из Симаништо, двадцать верст будет."
"Kaškanan külä Simaništoz lähtöu, kakskümen virstad on.
","У меня сестра была в Кашканах замужем, я туда тоже ходила, когда была в извозе, и просто так ходила на праздники."
"Kaškanan külä üks on.
","Туда через Лепписельгу проходят, куда жители Симаништо ходили работать, Важинская..."
"Mänet sinnä kuus kilometrid d’iäw Leppiselgät proidit kunna simaništolaižet ruattih dai kai Vuažene...
","нет, не Важинская, а река Брада течет, маленькая такая речушка, ну, ее Брада назвали."
"ei Vuaženen, Brada-d’ogi, nu pieni d’ogut, kirgutah Brada.
",Реку Брада перейдешь.
"Nu a siid Bradan sen proidit siiten on.
","Луга будут, поворот будет, поднимешься вверх, деревня будто как виднеется, а спустишься только с поворота – деревни уже не видно."
"Niitut tuldah, povorotte nouzed üläh, buitoku külä nägüu sigä, vai heitätö povorotas d’o külä ei nägü se.
",Другой поворот [дороги] пройдешь – уже в деревню поднимаешься.
"Toižen povorotam mänet siid d’o küläle nouzet.
","Луга были у них совсем близко, в низине, а озера не было в Кашканах: из колодца воду носили, река Важинка была далеко, [озера] вблизи не было."
"Niitud heil lähin eno alahan, a d’ärved ielnu Kaškanas: neče, kaivoz vette kandettih d’ärvi, d’ogi oli loitton se Vuaženen d’ogi, lähin ielnu siit.
",Река Брада [была] в шести километрах от Кашкан.
"Bradan d’ogi kuus kilometrit Kaškanaspiäi.
",– Были ли в реке Важинке пожоги?
"– Oligo d’oges Vuaženes sigä kasket?
",Что?
"Midi?
",– Пожоги.
"– Kasket.
",Пожоги?
"Kasket?
",– Пороги!
"– Kosket!
",Пороги?
"Kosket?
",Были.
"Oli.
","Когда мы ездили в извоз, [то я видела] в реке Важинке длинный порог, вода так бушевала, что шум от порога в реке Важинке был слышен далеко."
"Vuaženen d’ogez müö ajuoimme podvodah ka koski on pala kesket, muga proidii daže Vuaženen d’oges kohiži kuuluu.
","Едешь, бывало, зимой, так шум слышался, думаешь..."
"Ajat talvel ka vai turu mänöü duumaiit.
",– Возле деревни?
"Ei lähinnu loitton kuuluu, kilometrid mouže nel’l’ on küläspiäi.
",– Порог?
"– Koski?
","Порог, порог [реки] Важинки."
"Kosket, Vuaženen kosket da kai.
","Там мы видишь ли, мало [были], эти важинцы да кашканцы там и жили, мы лишь так, иногда в гости туда ходили."
"Šigä müö kačo ku vähän sen, sigä nene vuaženčad da siit kaškančat sigäi elettih, meil muga, vähäižel gostih sinnä mäned da kai.
","В наших местах, в Святреке [пороги были, меньше], а там – большие."
"A omal mual tägä kačo Pühäd’ogel da kai, sigä enembäl.
",– А куда из Кашкан дорога дальше идет?
"– A kunna dorok Kaškanaspiäi edelleh mäni?
",Из Кашкан [дорога] шла дальше в Куярви да Мечуойнаволок.
"Kaškanaspiäi mäni edelleh Kujärveh, Mečuoiniemeh, vot, Mečuoiniemi da Kujarvi sinnä kävüttih.
","Кашканцы говорили, что двадцать километров будет до Мечуойнаволока и Куярви."
"Kakskümen kilometrit kaškančat sanottih oli siid Mečuoiniemeh da Kujarveh.
","Это ведь уже будет в сторону Свири, вот, в сторону Свири будет Мечуойнаволок да Куярви."
"Sehäi tulou d’o sinnä kui heit sanotah Svirin čurah, vot Svirin čurah Mečuoiniemi da siit Kujarvi.
","Девушки из Кашкан ходили в гости в деревню Мужала, двадцать километров пройдут, немного и было [верст]."
"Kaškanan neidižed ad’vuoih Mužalan da kai bohatištot siid Mužalas sigä näge, kakskümen kilometrid da kai proiditah ka ei äijät ni olnu.
",Туда девушка из Мечуойнаволока приходили на вечеринки.
"Siid vie Mečuoiniemen neidižed ol’d’ih beśoduois.
","Нам интересно было [смотреть]: девушки из Мечуойнаволока были форсистые такие (я помню, я была еще подростком, интересно смотреть на их наряды), красивые были девушки из Мечуойнаволока."
"Meil moižet neidižet Mečuoiniemen fartovuoit, minä muštan olin vie nedoroske, neidine ka moine int’eresno kaččoi miittumad on fasonad da miittumad neidižed da kai kui, mugomad oli näbedäd neidižed ol’d’ih Mečuoiniemen.
","Придут они в гости в Дмитриев день и нарочно до Георгиева дня гостят, как раньше гостили: от праздника до праздника."
"Tuldah Miitrain päivil ad’vuoih da siid nareko Dürgissuai oldah, vot ende kui gostittih, pruaznikaz da pruaznikkah.
",А родители дома работают.
"A rodiit’el’at sigä kodis ruatah.
","А которая девушка из зажиточной, богатой [семьи], так она в гостях только и живет."
"Ken voivalline neidine ka siit bohatuoiden ka kävelttih gostiz vai käveltäh.
","– Ну, пойдем теперь к Петрозаводску, какие деревни в эту сторону были?"
"Petrouskoi, Pelduoižispiäi?
",– Ну.
"Enzimäižeks oli Präkke, viiš kilometrid meiz oli.
","Озера не было в близи [деревни], ходили в нашу Лужму да в Тага-ламбу рыбу ловить."
"Tožo d’ärved ielnu lähin, kävüttih meiden Lužmah kalat püudämäh da Tagalambih, siid nene azutah.
",Рыбу удить ходила вся Прякка.
"Ongele kävüttih kai Präkke.
","Четырнадцать домов было [в деревне], тоже были зажиточные, были и бедные."
"Kem bohatembe ka voigi siid oli d’oga päit.
",Была в Прякке мельница.
"Kačo, mel’l’ičč oli.
",После даже две.
"Siit kaks mel’l’iččät Präkäz oli.
",Даже мы молоть муку ездили туда.
"Ka müö d’auhotammah kävüimme sinnä.
","Как только осенью обмолотишь зерно или зимой ригачу обмолотишь, так и надо ехать в Прякку на мельницу."
"Sügüzel puit vil’l’at libo hot’ talvel li kous riihen puid da siid d’o pidäu ajada Priäkkäh meliččäh.
","Отвезешь туда рожь молоть либо толочь в ступе, они там и толкли [зерно], мельницы были..."
"Nu puolitoš kilometrid liennou olnu küläspiäi se Pühäd’ogi oli koskel mel’l’ičče.
","Туда поедешь (пряжинцы тоже ездили), и если в очередь не попадешь, тогда надо было ждать день, и еще и другой день, сутки."
"Siit sinnä ajat priäžäläižet tožo kävüttih ku et puutu vuoroh ka siit pidi vuottai päi da vie tošte päit sutkat.
","В Пряже, видишь ли, не было мельниц, в Прякку привозили [зерно], и от нас все ездили молоть муку чаще всего в Прякку."
"Muga Priäžäspiäi kač ielnu mel’l’ičüöi, sih Präkkäh tuldah a libo meil kävüttih d’auhotammah enimälleh Präkkäh.
",Иначе надо было ехать далеко.
"Eika d’o pidi ajada.
","В Хедотишто, видишь ли, была мельница у богатых, или на погост нужно было ехать."
"Hedotištos sig oli kače mel’l’ičče tožo bohatuoi (bohatuoi ⊂ bohatuoil), a libo pogostale pidi tulda.
","Жителей много, так и ждешь осенью, когда сделают, иногда по неделям очереди ждешь."
"A Präkäs terämbi azuttih siid oli kaks mel’l’iččät.
","Ночь пробудешь там, даже ночь приходилось проводить в помещении мельницы."
"Sit olet üöt daže üön olet sigä mel’l’ičče’pertis.
","А после уже стало лучше, когда в своей деревне Пелдоже построили мельницу."
"Siid oman d’ärven randaz veneheh da d’oged müöti da.
","Мельник был из своей деревни, Олеша-вейкки (Вейкки – старший брат, иногда форма обращения к старшему мужчине) Богаттерин."
"Enzimäi Teruoin rukovodittih a siit kolhozad rodittiheze Bohatterin Ol’eša-veik ol’.
",Спросишь: «Большая ли очередь?»
"Ka küzüt: ”Ongo (vör)?”, sigä sanot: ” Äig on ruadot?”
",или «Много ли работы [на мельнице]?»
"– ”Eejj ole äijät” – ”Läkät mel’l’iččäh”.
",– «Немного» – «Пойдемте на мельницу».
"Siid viet mel’l’ičče da ühtes päis spruavitokseh.
",Отвезешь [зерно] на мельницу и за один день управишься.
"Tožo oli kül’ä u ei äijät taluoit kolmetoš, viištoš ül’en äi.
","Деревня была [маленькая], ну, дворов тринадцать, самое большое пятнадцать."
"Da siit tošo d’ärvirandaz eli.
",Она находилась на берегу озера.
"Ei olnu muga heiden d’ärve, Loginan d’ärvez i ei lähtenü d’oged ni kunna muga umbilambikse kirguttih.
","Из их озера, Логинова озера, речки никакой не вытекало, так закрытой ламбой его и называли."
"Toko nagrettih, sanou: ”Läkämme vai Loginah, mänemme ka mustad ahvenište süömme”.
","Все время смеялись наши, говорили: «Пойдемте в Логиново, хоть черных окуней поедим»."
"Vez’ eini kunna lähtenü moiže ka mustad ahvenižed oldih, sanou, vot on kalat miittumat.
","Вода никуда не вытекала [из ламбы], поэтому окуни были черные, говорили, что вот, мол, какая рыба."
"Nu a siid oli Priäže, se suuri külä.
","Ну, а потом была Пряжа, большая деревня."
"Siit Priäžän rindal siit kaks kilometrid on Niimägi.
","Рядом с Пряжей, в двух километрах, была деревня Нинисельга."
"Niimäges tožo d’ärved ielnu, kaivuois.
","[Там] тоже озера не было, из колодцев [брали воду]."
"Šängimäh kävüttih kilometrit kaks pezemäh sobid libo midä ka siit sinnä.
","Когда бучили, то за два километра в Шаньгиму приходилось возить белье полоскать."
"Siid buukku pandah regeh da siid viedäh mel’l’ič perttih.
","Бук с замоченным бельем погружали на сани, а затем отвозили к мельнице."
"Siid mel’l’ič pertis sigä huuhtotah d’oges sobad da siid d’äril’l’eh regeh tuodah.
","Там около мельницы белье полоскали в реке, да обратно в сани, и провозили домой..."
"Kezäl se vie hot’ oli sigä luhte ka vähäižel, а talvel kuzbo pezet?
","Летом [у деревни] был хоть небольшой пруд, так немного полощешь белье, а зимой куда его вынесешь?"
"Siid mel’l’ičperttih pandah moužet kaks taluoid libo kolme kerävütäh, buukkud regeh hebole regeh da siit sigä mel’l’ičpertis.
","Вот два или три дома соберутся, бук с замоченным бельем погрузят на сани да там около мельницы и полощут."
"Kaži (kaži ⊂ daže?) kummaksě kačot miittumat d’ärvirandas ei eletä külätkä, ozuttaheze kummakse.
","Даже диву даешься, как это строили [деревни] не на берегу озера."
"A ken d’ärvirändaz eläu ka d’oga omas randas läht oli, peze dai huuhto dai midätahto ruada.
","Кто живет на берегу озера, так [у них] на своем берегу прорубь была – стирай да полощи, и делай что хочешь."
"– Nu a edelleh Niimäges kunna dorog?
","– Ну, а дальше за Нинисельгу, куда дорога шла?"
"Kindaz vie oli kakstoš kilometrit Niimägespiäi.
",Деревня Киндасово была в двенадцати километрах от Нинисельги.
"Kindaz eli d’ogirand oli suuri d’og oli Šuojun d’ogen randaz eli Kindas.
","Киндасово находится на берегу реки Шуи, Шуя большая река."
"Koski sil oli ka pošči metrit kakssadat pidutte, koskell oli sroittu silde se, suuri sil.
","Порог там есть длиной метров почти двести, через реку у самого порога был построен мост, длинный мост."
"Nu, mänet ka kačot vai läpettäu kosk alahan proidii se Šuojun d’oges, nu a häi eli nenga ülähpiäi i kosken karill elettih kosk oli.
","Ну, смотришь с моста, вода бурлит внизу под [мостом], Порог был на реке Шуе, а деревня располагалась на склоне горы."
"Nu a siid d’o sinnä Kindahas proidit ka oli šest’d’es’śat’ pervuoi učastk oli, kirguttih šeissat pervuoi, kilometrit kakskümen viiš.
","Ну, а дальше за Киндасово пройдешь, там был шестьдесят первый участок, называли шестьдесят первым, километров двадцать пять было [до участка]."
"D’o sel lähtöu Siämärven pogostale piäi dorogaine kaide oli.
",Оттуда в сторону погоста Сямозера дорога вела узенькая.
"Minä oli Korzah viemäs omat poigat kous Šekeemäs häi učiheze, vahnin poige Iivan.
","Я отвозила своего сына в Корзу, когда в Шекеэме (в Шекеэме – в школе крестьянской молодежи) он учился, старший сын, Иван."
"Siit viein Ol’ešan Miikkulan da siiten oman poigan, heiden t’el’eg meiden hebo.
","Отвезла Мийккула, Олешу да своего сына на их [Терентьева] телеге, а на нашей лошади."
"Kač pidi kui ruata: sigä hebo heil еj olnu viemäh meiden hebo pandih, a heiden tel’ek kaččoi.
","Видишь, как надо было жить да быть: у них лошадь была занята, поэтому запрягли нашу лошадь в их телегу."
"A sigä moižet pahat.
",А там такие плохие [деревни].
"Siit tulin kodih tožo, buabuška küzelöu, muatuška: ”Nu midä sigä da kai”.
","Вернулась домой, свекровь и спрашивает: «Ну, что там да как»."
"Ielnu nene neicükät piened da starikke nuotale da kai.
","Девочки еще были маленькие, а старик-свекор был на рыбалке."
"Min itken, sano (sano ⊂ sanou): ”Mäne päčile, mäne päčile, nouze da sanele”.
","Я плачу, она говорит: «Залезь на печку, залезь на печку, поднимись да рассказывай»."
"Hai itköu i min itken: vunukke pahah kohtah puutui, vot on miitutte azeit.
","Я плачу и она плачет: в плохое место внук попал, вот какие дела, горе какое."
"A nügü kačo učittiheze dai, ol’d’ih dai d’älgele rodiih Korze sentre.
","А потом, видишь ли, выучился, да Корза стала центром [села]."
"– Nu a Riiselgähpiäi miittumat?
","– Ну, а в сторону Ригсельги какие были деревни?"
"Oi Riiselgät kačo min oli.
","Ой, в Ригсельге я была!"
"Riiselg oli tožo Priäžäz lähtet ka nu viiž vai seiččei kilometrid.
","Ригсельга была тоже, из Пряжи как пойдешь, пять или семь километров было до нее."
"Mägell oli, ielnu d’ärvet, d’ärveh kävüttih kaks kilometrit lambih, Pühälambikse kirguttih.
","На горе находилась деревня, озера не было, [за водой] на озеро, на ламбу ходили за два километра, Пюхя-ламбой называли."
